Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,27,1,District-Nandurbar,Rural,0-4,153,140,115,18,16,78,53,40,31
C4920,27,1,District-Nandurbar,Rural,5-9,214,174,177,192,113,129,84,132,80
C4920,27,1,District-Nandurbar,Rural,10-19,440,424,314,351,247,418,279,278,211
C4920,27,1,District-Nandurbar,Rural,20-29,250,306,246,172,146,577,287,148,168
C4920,27,1,District-Nandurbar,Rural,30-39,210,277,184,165,160,496,235,152,117
C4920,27,1,District-Nandurbar,Rural,40-49,207,274,175,150,124,404,187,95,113
C4920,27,1,District-Nandurbar,Rural,50-59,161,211,153,91,73,389,134,75,61
C4920,27,1,District-Nandurbar,Rural,60-69,195,215,193,78,79,296,187,26,34
C4920,27,1,District-Nandurbar,Rural,70-79,136,159,154,27,38,149,126,10,13
C4920,27,1,District-Nandurbar,Rural,80-89,36,39,51,7,9,28,34,3,7
C4920,27,1,District-Nandurbar,Rural,90+,7,12,10,6,3,9,18,1,1
C4920,27,1,District-Nandurbar,Rural,Age Not Stated,6,10,9,10,11,10,3,0,2
C4920,27,1,District-Nandurbar,Urban,0-4,35,22,22,5,4,25,22,14,6
C4920,27,1,District-Nandurbar,Urban,5-9,48,38,23,30,24,34,18,38,21
C4920,27,1,District-Nandurbar,Urban,10-19,91,93,68,65,58,123,55,94,55
C4920,27,1,District-Nandurbar,Urban,20-29,72,79,43,56,55,193,92,58,65
C4920,27,1,District-Nandurbar,Urban,30-39,78,46,46,44,46,183,78,50,42
C4920,27,1,District-Nandurbar,Urban,40-49,76,40,26,39,23,155,63,45,32
C4920,27,1,District-Nandurbar,Urban,50-59,42,47,30,37,21,131,59,14,9
C4920,27,1,District-Nandurbar,Urban,60-69,43,34,30,11,15,99,65,5,9
C4920,27,1,District-Nandurbar,Urban,70-79,25,30,12,8,2,50,38,3,2
C4920,27,1,District-Nandurbar,Urban,80-89,8,11,5,1,4,17,15,0,2
C4920,27,1,District-Nandurbar,Urban,90+,4,0,6,0,0,3,5,0,2
C4920,27,1,District-Nandurbar,Urban,Age Not Stated,1,0,0,0,0,1,0,0,1
C4920,27,2,District-Dhule,Rural,0-4,275,207,181,68,46,92,53,53,46
C4920,27,2,District-Dhule,Rural,5-9,316,255,200,355,259,195,125,156,90
C4920,27,2,District-Dhule,Rural,10-19,617,637,491,667,650,500,301,379,230
C4920,27,2,District-Dhule,Rural,20-29,514,490,390,739,603,818,488,223,170
C4920,27,2,District-Dhule,Rural,30-39,399,428,339,747,586,780,350,160,130
C4920,27,2,District-Dhule,Rural,40-49,386,406,259,649,533,602,240,124,97
C4920,27,2,District-Dhule,Rural,50-59,336,369,263,455,361,463,190,76,70
C4920,27,2,District-Dhule,Rural,60-69,352,279,382,361,302,373,223,37,57
C4920,27,2,District-Dhule,Rural,70-79,225,252,252,193,150,232,169,16,18
C4920,27,2,District-Dhule,Rural,80-89,67,70,78,51,41,63,48,4,6
C4920,27,2,District-Dhule,Rural,90+,13,20,24,7,14,13,18,2,5
C4920,27,2,District-Dhule,Rural,Age Not Stated,68,43,31,96,77,30,17,5,4
C4920,27,2,District-Dhule,Urban,0-4,75,64,62,33,16,31,18,19,12
C4920,27,2,District-Dhule,Urban,5-9,96,90,70,149,122,66,40,44,41
C4920,27,2,District-Dhule,Urban,10-19,295,203,187,332,295,209,119,182,125
C4920,27,2,District-Dhule,Urban,20-29,210,237,157,366,316,353,220,122,99
C4920,27,2,District-Dhule,Urban,30-39,162,223,145,392,357,370,206,120,84
C4920,27,2,District-Dhule,Urban,40-49,185,185,120,376,286,340,139,74,49
C4920,27,2,District-Dhule,Urban,50-59,144,168,94,261,230,274,119,35,38
C4920,27,2,District-Dhule,Urban,60-69,104,124,74,175,152,177,93,21,17
C4920,27,2,District-Dhule,Urban,70-79,79,76,67,75,62,85,58,5,15
C4920,27,2,District-Dhule,Urban,80-89,19,27,24,24,15,26,18,2,2
C4920,27,2,District-Dhule,Urban,90+,7,6,9,7,12,7,6,2,1
C4920,27,2,District-Dhule,Urban,Age Not Stated,22,25,14,35,25,20,7,13,2
C4920,27,3,District-Jalgaon,Rural,0-4,735,468,418,82,88,231,153,140,122
C4920,27,3,District-Jalgaon,Rural,5-9,816,577,466,598,495,345,215,298,185
C4920,27,3,District-Jalgaon,Rural,10-19,1840,1330,1096,1360,1078,1228,631,832,556
C4920,27,3,District-Jalgaon,Rural,20-29,1435,1235,927,1381,1174,2288,1198,600,435
C4920,27,3,District-Jalgaon,Rural,30-39,1260,1200,888,1391,1229,2113,998,454,343
C4920,27,3,District-Jalgaon,Rural,40-49,1191,1084,732,1216,944,1566,679,353,249
C4920,27,3,District-Jalgaon,Rural,50-59,958,859,580,843,649,1415,592,189,153
C4920,27,3,District-Jalgaon,Rural,60-69,1036,795,918,601,634,1174,810,129,142
C4920,27,3,District-Jalgaon,Rural,70-79,724,645,747,349,276,716,617,55,59
C4920,27,3,District-Jalgaon,Rural,80-89,179,208,210,55,64,171,183,10,15
C4920,27,3,District-Jalgaon,Rural,90+,41,40,62,28,28,43,47,7,13
C4920,27,3,District-Jalgaon,Rural,Age Not Stated,144,111,80,130,112,73,41,31,20
C4920,27,3,District-Jalgaon,Urban,0-4,226,194,166,73,47,70,62,55,43
C4920,27,3,District-Jalgaon,Urban,5-9,251,216,168,340,298,154,77,142,64
C4920,27,3,District-Jalgaon,Urban,10-19,603,537,389,863,733,444,266,453,262
C4920,27,3,District-Jalgaon,Urban,20-29,554,514,434,884,890,798,519,314,211
C4920,27,3,District-Jalgaon,Urban,30-39,506,481,360,924,838,797,419,248,201
C4920,27,3,District-Jalgaon,Urban,40-49,558,494,265,912,737,713,262,178,127
C4920,27,3,District-Jalgaon,Urban,50-59,493,375,245,733,522,574,256,99,92
C4920,27,3,District-Jalgaon,Urban,60-69,334,304,245,413,388,447,290,49,52
C4920,27,3,District-Jalgaon,Urban,70-79,217,210,197,188,148,258,169,21,17
C4920,27,3,District-Jalgaon,Urban,80-89,51,101,80,54,43,55,68,5,6
C4920,27,3,District-Jalgaon,Urban,90+,12,17,21,30,35,13,19,3,6
C4920,27,3,District-Jalgaon,Urban,Age Not Stated,67,49,28,137,98,42,14,17,12
C4920,27,4,District-Buldana,Rural,0-4,236,148,123,53,29,286,185,80,71
C4920,27,4,District-Buldana,Rural,5-9,398,234,183,328,252,459,249,288,203
C4920,27,4,District-Buldana,Rural,10-19,1071,628,479,817,569,1307,693,754,596
C4920,27,4,District-Buldana,Rural,20-29,774,584,377,588,456,1961,912,545,432
C4920,27,4,District-Buldana,Rural,30-39,659,517,344,568,421,1969,799,422,314
C4920,27,4,District-Buldana,Rural,40-49,647,519,286,504,317,1718,620,349,242
C4920,27,4,District-Buldana,Rural,50-59,684,444,284,333,222,1476,591,184,148
C4920,27,4,District-Buldana,Rural,60-69,820,522,489,224,219,1389,810,114,115
C4920,27,4,District-Buldana,Rural,70-79,596,417,386,123,87,766,464,44,47
C4920,27,4,District-Buldana,Rural,80-89,186,146,114,25,20,173,194,5,14
C4920,27,4,District-Buldana,Rural,90+,45,27,34,8,5,30,47,3,4
C4920,27,4,District-Buldana,Rural,Age Not Stated,11,10,4,24,20,15,7,8,1
C4920,27,4,District-Buldana,Urban,0-4,39,21,25,15,10,49,20,18,11
C4920,27,4,District-Buldana,Urban,5-9,66,38,38,56,49,106,62,55,26
C4920,27,4,District-Buldana,Urban,10-19,199,129,92,158,114,366,190,232,130
C4920,27,4,District-Buldana,Urban,20-29,174,144,95,132,117,478,243,137,92
C4920,27,4,District-Buldana,Urban,30-39,124,134,98,129,125,492,209,115,86
C4920,27,4,District-Buldana,Urban,40-49,133,135,58,132,86,463,168,73,68
C4920,27,4,District-Buldana,Urban,50-59,116,107,53,78,61,357,129,46,38
C4920,27,4,District-Buldana,Urban,60-69,108,102,70,58,48,283,168,22,17
C4920,27,4,District-Buldana,Urban,70-79,75,74,65,20,17,148,109,15,9
C4920,27,4,District-Buldana,Urban,80-89,28,24,25,6,6,30,38,2,1
C4920,27,4,District-Buldana,Urban,90+,6,5,4,1,4,6,10,0,1
C4920,27,4,District-Buldana,Urban,Age Not Stated,4,1,0,5,8,0,4,2,0
C4920,27,5,District-Akola,Rural,0-4,105,90,81,17,20,112,78,43,26
C4920,27,5,District-Akola,Rural,5-9,177,125,99,161,119,160,97,105,80
C4920,27,5,District-Akola,Rural,10-19,514,383,303,393,312,546,317,378,274
C4920,27,5,District-Akola,Rural,20-29,401,344,189,330,265,853,430,253,198
C4920,27,5,District-Akola,Rural,30-39,352,294,199,300,275,873,390,230,192
C4920,27,5,District-Akola,Rural,40-49,356,328,162,305,220,727,288,191,139
C4920,27,5,District-Akola,Rural,50-59,370,265,175,174,128,666,261,101,79
C4920,27,5,District-Akola,Rural,60-69,436,296,241,133,101,511,306,43,59
C4920,27,5,District-Akola,Rural,70-79,372,229,237,42,47,280,200,21,29
C4920,27,5,District-Akola,Rural,80-89,119,108,68,15,12,61,64,3,3
C4920,27,5,District-Akola,Rural,90+,20,11,14,4,4,15,21,2,0
